"PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD"
4387774,1983,8565,1981,"US","CA",519145,2,12,175,6,64,4,3,0.75,0.6667,0.4444,3,13,0,0,0.5,0.3333
3191382,1965,2006,,"US","NY",,2,,60,4,45,,5,,0.56,,,,,,,
4145554,1979,7018,1977,"US","UT",170335,2,15,548,1,14,3,6,1,0.6667,0.4444,17.5,7.3333,0,0,0,0
5756978,1998,14025,1996,"US","OH",,1,13,235,5,59,13,2,1,0,0.5799,1,5.6923,,,,
4281942,1981,7886,1978,"US","PA",218550,2,6,403,6,67,6,12,0.5,0.875,0.6667,11.6667,12.1667,0,0,0,0
4491937,1985,9132,1982,"US","CA",589355,2,7,365,2,24,3,15,1,0.7822,0.4444,6.4,8.6667,0,0,0,0
4025692,1977,6353,1975,"JP","",403065,3,17,428,6,69,8,7,1,0.8163,0.75,8.4286,7.625,0.2,0.125,0,0
3332262,1967,2762,1965,"US","NY",,1,,70,6,65,,3,,0,,29,,,,,
6002252,1999,14592,1997,"US","FL",632130,2,,324,4,43,1,0,1,,0,,6,0,0,,
5326007,1994,12604,1993,"US","MI",356965,2,10,224,6,68,29,4,0.931,0,0.4527,3.5,16,0,0,0,0
4825852,1989,10714,1988,"US","CA",553975,2,18,601,3,32,11,11,0.9091,0.314,0.42,4.2727,6.7273,0,0,0,0
4184646,1980,7326,1979,"US","DE",165265,2,1,242,5,51,7,4,1,0.375,0.6122,9,8.5714,0.4,0.2857,0,0
4420560,1983,8747,1981,"JP","",211115,3,10,435,3,33,4,6,1,0.5,0.375,10.6667,6,0.3333,0.25,0,0
4931242,1990,11113,1988,"JP","",515955,3,7,264,5,51,12,5,0.8333,0.48,0.74,5.8,21.5,0.2857,0.1667,0,0
4214214,1980,7508,1978,"US","NY",,1,11,330,4,41,5,3,0.8,0.6667,0.75,14.6667,9.8,,,,
3266608,1966,2419,,"US","MI",,2,,192,5,53,,10,,0.34,,,,,,,
5693914,1997,13850,1995,"JP","",616155,3,15,178,2,21,6,2,1,0,0,2,2.8333,0.1667,0.1667,0.5,0.5
4333315,1982,8194,1981,"US","CT",218775,2,17,62,6,69,10,6,0.6,0.2778,0.4444,3.5,18.8,1,0.1,0.5,0.5
5722324,1998,13941,1996,"JP","",564285,3,9,101,6,69,14,1,0.7857,0,0.314,1,25.7857,0,0,0,0
4628614,1986,9846,1985,"US","KS",,1,8,34,1,19,3,1,1,0,0.4444,1,15,,,,
4601961,1986,9699,1985,"US","VA",597270,6,17,429,4,45,9,3,0.6667,0.4444,0,4.3333,19.3333,0,0,0,0
4482094,1984,9083,1983,"US","MI",219155,2,3,239,5,59,5,42,0.8,0.5975,0,10.0238,10.6,0.75,0.6,0.0857,0.0714
5981621,1999,14557,1996,"US","NC",756176,2,,523,1,15,28,0,0.8214,,0.8393,,24.2143,0,0,,
4022113,1977,6339,1975,"US","MI",,1,3,91,5,53,13,7,0.4615,0.6122,0.7222,10.5714,30.7692,,,,
5244712,1993,12310,1991,"US","CA",409000,2,8,428,6,69,0,4,,0.75,,2.75,,,,0,0
4139469,1979,6983,1977,"US","CA",21975,2,9,210,1,19,6,17,0.8333,0.7474,0.56,9.6471,14.3333,0,0,0,0
4477726,1984,9055,1981,"DE","",295080,3,12,250,4,44,6,7,1,0.6122,0.6667,9.1429,8,0.3333,0.1667,0.2857,0.2857
5034890,1991,11526,1989,"JP","",404330,3,5,701,2,22,8,14,1,0.3571,0.8125,3.4286,5.75,0.25,0.25,0,0
4580083,1986,9587,1984,"JP","",252865,3,22,388,4,45,7,7,1,0.4898,0.4082,6.2857,5.5714,0.2857,0.2857,0.1429,0.1429
4281671,1981,7886,1979,"GB","",24830,2,7,131,6,61,15,14,0.9333,0.5408,0.7653,9.8571,9.8667,0.1,0.0667,0,0
5326145,1994,12604,1993,"US","TX",,1,4,294,5,59,13,0,0.5385,,0.2449,,38.4615,,,,
4053018,1977,6493,1976,"JP","",301340,3,4,172,6,64,7,11,0.8571,0.4628,0,12.2727,8,0.2,0.1429,0.1,0.0909
3877721,1975,5583,1973,"US","OH",219155,2,3,280,5,55,6,11,1,0,0.7778,20.6364,2,0.1667,0.1667,0,0
3275372,1966,2461,,"US","WI",,2,,297,6,65,,1,,0,,,,,,,
5436349,1995,12989,1993,"US","NY",104245,2,23,548,1,14,17,2,1,0.5,0.7336,4.5,18,0.25,0.1765,0,0
5942562,1999,14480,1998,"US","KS",731703,2,,523,1,15,39,0,1,,0.714,,11.0769,0,0,,
5917552,1999,14424,1996,"US","NH",755189,2,,348,4,49,30,0,1,,0.4511,,6.3,0,0,,
4234353,1980,7627,1979,"US","CA",101491,2,7,136,4,45,5,3,1,0.4444,0.72,4.6667,4.8,0,0,0,0
4205199,1980,7452,1978,"JP","",403735,3,16,178,2,21,1,14,1,0.7143,0,8.2143,9,0,0,0,0
4979935,1990,11316,1989,"US","MD",460610,2,18,600,3,32,10,0,1,,0.68,,1.5,0.4444,0.4,,
3233025,1966,2223,,"US","WV",,2,,264,5,51,,14,,0.6122,,,,,,,
4723813,1988,10266,1986,"JP","",33955,3,7,297,6,65,8,11,0.5,0.1653,0,7.3636,35.75,0,0,0,0
4875015,1989,10882,1988,"US","UT",600050,2,22,324,4,43,11,7,0.6364,0.4898,0.449,4.7143,17,0,0,0,0
5585034,1996,13500,1995,"BE","",110775,2,13,510,1,19,2,10,1,0.74,0,1.3,3,0.5,0.5,0.1,0.1
3360620,1967,2916,1966,"GB","",,3,,200,4,41,,8,,0.5625,,14.875,,,,,
4526830,1985,9314,1980,"US","NY",,4,42,442,1,11,32,8,0.6563,0.4063,0.7619,7.125,18.3438,,,,
5541731,1996,13360,1995,"US","NY",280070,2,22,356,4,43,14,7,1,0.6939,0.8367,1.5714,11.2143,0.2308,0.2143,0,0
4494941,1985,9153,1982,"JP","",256400,3,18,464,5,53,6,6,0.8333,0.2778,0,6.8333,15,0.4,0.3333,0,0
4326182,1982,8145,1980,"DE","",601715,2,4,336,4,41,8,1,0.5,0,0.375,4,26.5,0.5,0.125,0,0
5435819,1995,12989,1994,"US","NC",,1,4,71,1,11,7,3,1,0.4444,0.449,1,13.1429,,,,
4138385,1979,6976,1977,"US","PA",13570,2,20,523,1,15,8,8,1,0.875,0.7813,11.625,2.875,0.125,0.125,0,0
4978837,1990,11309,1990,"US","OK",95285,2,26,219,4,49,8,4,1,0.375,0.375,5,4.75,0.4286,0.375,0,0
4105381,1978,6794,1977,"US","SC",438920,2,5,425,5,51,11,13,0.8182,0.8166,0.7901,12.4615,9.4545,0.2857,0.1818,0.3077,0.3077
4874094,1989,10882,1986,"US","MO",,1,3,206,6,68,13,4,0.6154,0.625,0.7813,7.5,25.4615,,,,
3591810,1971,4204,1969,"GB","",244010,3,,250,4,44,,8,,0.6563,,9.375,,,,0,0
5157895,1992,11988,1990,"JP","",520180,3,9,53,6,68,15,1,0.9333,0,0.2551,3,20.9333,0,0,0,0
4401002,1983,8642,1982,"US","FL",,1,3,83,5,51,8,2,0.25,0.5,0.5,9,50.75,,,,
4367747,1983,8411,1980,"DE","",,1,6,606,3,32,5,32,0.6,0.7129,0.6667,11.8438,24.2,,,,
4611954,1986,9755,1984,"US","OH",471360,2,12,405,6,64,13,14,0.9231,0.3673,0,4.9286,7.4615,0,0,0,0
4142552,1979,7004,1977,"US","IN",,4,10,137,6,69,10,4,0.2,0.5,0,11,42.8,,,,
3581073,1971,4162,1969,"US","PA",392175,2,,701,2,22,,7,,0.6531,,20,,,,0,0
5520631,1996,13297,1994,"US","OK",720883,2,10,604,3,32,30,6,1,0.6111,0.4467,2.1667,6.3667,0,0,0.2,0.1667
5100894,1992,11778,1991,"GB","",104245,2,17,514,3,31,6,1,1,0,0.5,0,6.3333,0.8333,0.8333,1,1
4522263,1985,9293,1984,"US","TX",381140,2,29,166,6,64,9,5,1,0.32,0.1975,5,15,0.5,0.2222,0.5,0.4
4312466,1982,8061,1980,"US","CA",560315,2,4,224,6,68,5,13,0.6,0,0,9.1538,15.4,0,0,0,0
4860682,1989,10833,1988,"US","NJ",,1,10,114,5,55,6,0,0.3333,,0,,30.5,,,,
3989497,1976,6150,1975,"GB","",441060,3,11,65,5,51,10,5,0.8,0,0,7.4,11.7,0.5,0.2,0,0
4634000,1987,9867,1985,"US","MN",94715,2,2,198,5,59,6,4,1,0.75,0.5,4.25,6.3333,0,0,0,0
4338645,1982,8222,1979,"JP","",252865,3,8,360,2,24,3,13,1,0.7929,0.6667,11.1538,2.3333,0,0,0.1818,0.1538
4707617,1987,10182,1986,"TW","",,5,7,290,4,45,4,0,1,,0,,6.25,,,,
5295841,1994,12499,1992,"US","PA",695811,2,10,439,4,41,7,4,1,0,0.4898,4,4.1429,0,0,0.25,0.25
4657380,1987,9965,1986,"JP","",377950,3,5,355,5,54,5,12,1,0.4861,0.64,2.5,9.2,0,0,0.3333,0.3333
4876643,1989,10889,1987,"US","AZ",581270,3,3,710,2,22,8,27,1,0.5706,0.8125,5.8148,2.5,0,0,0.037,0.037
3840367,1974,5394,1972,"US","OR",,1,,51,5,59,,7,,0.5714,,7.2857,,,,,
4049998,1977,6472,1975,"GB","",344245,3,4,318,4,45,4,4,1,0,0,7.25,4.5,0.25,0.25,0,0
3158064,1964,1789,,"US","MA",,2,,89,5,59,,4,,0.375,,,,,,,
4650074,1987,9937,1985,"US","NJ",241320,2,5,206,6,68,7,10,0.8571,0.48,0.2778,7.9,11.8571,0,0,0,0
4510224,1985,9230,1983,"JP","",319065,3,22,430,1,19,2,34,1,0.1661,0.5,4.0882,2,0,0,0.0909,0.0882
5994549,1999,14578,1997,"US","NY",725955,2,,546,1,14,24,0,1,,0.6736,,19.125,0.0833,0.0833,,
5333134,1994,12625,1992,"JP","",211480,3,20,370,2,21,1,27,1,0.4911,0,4.0741,3,0,0,0.037,0.037
5456243,1995,13066,1994,"US","KY",,1,6,126,6,66,7,4,0.8571,0.75,0.6111,2.75,19,,,,
5087428,1992,11729,1990,"CA","",557266,3,24,422,1,19,21,5,0.7619,0,0.4219,3.2,22.8095,0,0,0,0
5279012,1994,12436,1992,"US","FL",549110,2,19,15,6,69,11,3,0.7273,0.4444,0.8125,3.3333,22.1818,0.3333,0.0909,0,0
4408195,1983,8677,1981,"US","CA",202675,2,19,340,2,21,19,8,1,0.6563,0.5152,7.5,9.7895,0,0,0.2,0.125
5646263,1997,13703,1994,"US","WI",456255,2,23,536,1,14,16,0,1,,0.7734,,12.5,0,0,,
5355156,1994,12702,1992,"DE","",338715,3,27,346,4,49,16,1,1,0,0.75,6,12.875,0,0,0,0
4479799,1984,9069,1983,"US","MN",476275,2,9,604,3,32,8,4,1,0.625,0.875,6.5,6.875,0,0,0,0
5990717,1999,14571,1998,"US","CA",8075,2,,327,4,41,4,0,1,,0.625,,3.5,0,0,,
5647613,1997,13710,1995,"US","TN",573320,2,7,285,6,67,41,0,0.4634,,0.7978,,38.4634,0.1429,0.0488,,
5353807,1994,12702,1992,"US","GA",,1,30,600,3,32,5,5,1,0.56,0.32,3.8,12.4,,,,
4225184,1980,7578,1979,"DE","",308920,3,11,297,6,65,8,11,1,0.314,0.5625,8.6364,8.75,0,0,0,0
4414459,1983,8712,1981,"US","TX",101630,2,9,219,4,49,2,0,1,,0,,6,0,0,,
4302116,1981,7998,1980,"US","TX",280070,2,5,400,5,59,7,4,0.7143,0,0.32,5.25,16.7143,0,0,0,0
5378744,1995,12786,1993,"CH","",104245,2,27,524,1,15,9,1,1,0,0.8148,2,4.1111,0.8889,0.8889,0,0
5531583,1996,13332,1994,"US","TN",130055,2,29,425,5,51,60,0,0.9667,,0.5838,,15.9167,0.2727,0.05,,
4698359,1987,10140,1985,"CH","",104515,3,9,514,3,31,2,12,1,0.6111,0.5,6.6667,5.5,0,0,0,0
4815541,1989,10679,1987,"US","GA",,1,12,169,6,69,24,3,0.75,0,0.7222,9.6667,19.5417,,,,
5113523,1992,11820,1985,"US","CA",395500,2,12,712,2,22,10,74,1,0.6392,0.8,9.3919,7.5,0,0,0,0
4178772,1979,7291,1977,"US","OH",118905,2,40,62,6,69,11,4,0.8182,0.625,0.4938,9,10.9091,0.5,0.0909,0,0
5326081,1994,12604,1992,"FI","",90,3,21,266,5,52,7,0,1,,0.6531,,15,0,0,,
3290411,1966,2531,,"JP","",,3,,525,1,15,,3,,0,,,,,,,
5100668,1992,11778,1988,"US","MA",357270,2,10,424,3,31,15,9,1,0.716,0.5067,7.1111,12.4667,0.0769,0.0667,0,0
4390896,1983,8579,1981,"NL","",255360,3,2,348,4,49,3,1,1,0,0.6667,2,10.6667,0,0,0,0
4624616,1986,9825,1985,"US","IA",,1,5,414,5,51,2,5,1,0.72,0.5,3.8,18.5,,,,
4637061,1987,9874,1985,"US","CA",,1,13,383,6,68,15,14,0.8667,0.7959,0.8284,6.2143,12.8667,,,,
3529317,1970,3917,1968,"DE","",630385,3,,16,5,59,,7,,0.6939,,16.7143,,,,0,0
3624140,1971,4351,1964,"US","NJ",186590,2,,560,1,14,,1,,0,,9,,,,0,0
5851257,1998,14235,1996,"US","MI",336235,2,16,65,5,51,12,0,0.9167,,0,,20.9167,0,0,,
4810112,1989,10658,1987,"IT","",373130,3,7,400,5,59,8,2,1,0,0.2188,4.5,5.875,0,0,0.5,0.5
5563940,1996,13430,1995,"JP","",252865,3,15,379,2,21,15,3,1,0,0.24,1.3333,7,0.1333,0.1333,0,0
5547289,1996,13381,1995,"DE","",322220,3,8,384,5,59,7,0,0.5714,,0.5,,26.5714,0,0,,
5713419,1998,13913,1996,"US","ND",774108,2,21,172,6,64,18,2,1,0.5,0.8765,1.5,8.8333,0.1538,0.1111,0,0
3947163,1976,5933,1974,"SE","",43555,3,6,418,5,53,2,2,0,0.5,,9.5,25,0,0,0,0
5814342,1998,14151,1997,"JP","",559270,3,17,424,3,31,18,0,1,,0.4506,,8.5556,0.5,0.5,,
4817110,1989,10679,1987,"JP","",379245,3,113,372,4,42,8,14,1,0.3571,0.4063,4.0714,3.875,0,0,0.0714,0.0714
4361141,1982,8369,1979,"US","IN",640410,2,11,606,3,32,8,31,0.75,0.1228,0,11.6129,15.125,0,0,0.4286,0.2903
4932279,1990,11120,1988,"JP","",403505,3,4,74,5,59,5,11,1,0.5124,0.32,5,7,0,0,0.0909,0.0909
4319178,1982,8103,1980,"US","FL",218550,2,18,320,4,45,4,4,0.75,0.375,0.4444,13.75,20.5,1,0.5,0,0
4052238,1977,6486,1976,"US","RI",5280,2,14,156,1,19,9,8,0.3333,0.8125,0.4444,18,24.7778,0,0,0,0
5161313,1992,12002,1990,"NL","",,1,4,33,6,69,11,9,0.7273,0.642,0.5313,5,23.6364,,,,
4937904,1990,11141,1989,"US","FL",,1,5,5,6,65,8,11,0.375,0.1653,0.4444,5.7273,27.125,,,,
5893344,1999,14347,1998,"US","MI",161150,2,,123,5,53,9,0,1,,0,,17.8889,0.8889,0.8889,,
4593175,1986,9650,1985,"US","PA",450155,2,8,219,4,49,11,3,0.9091,0.6667,0.48,6.3333,14.1818,0.25,0.1818,0.5,0.3333
5380023,1995,12793,1993,"US","CO",,1,15,280,5,55,16,3,0.9375,0.4444,0.6489,2.3333,15.375,,,,
4570302,1986,9545,1984,"FR","",,1,9,24,6,63,10,3,0.2,0.6667,0,4.6667,50.6,,,,
4197186,1980,7403,1978,"GB","",268215,3,10,502,1,19,7,9,1,0.5926,0.4898,9.6667,7,0,0,0,0
5108379,1992,11806,1991,"US","NY",,4,8,604,3,32,10,10,1,0.32,0.18,2.9,6.3,,,,
5674523,1997,13794,1995,"US","OH",711979,2,11,424,3,31,9,0,1,,0.6173,,6.5556,0.1429,0.1111,,
4807502,1989,10651,1983,"US","MI",80615,2,26,82,5,51,16,1,0.5625,0,0.1975,12,31.5625,0,0,0,0
5570483,1996,13458,1995,"US","NC",,1,67,5,6,65,54,2,0.9074,0.5,0.1916,3,11.7407,,,,
5432530,1995,12975,1993,"JP","",211480,3,30,345,2,23,13,6,1,0,0.7574,2.6667,6.6923,0,0,0,0
4518655,1985,9272,1983,"US","NY",635240,2,8,428,6,69,30,27,0.9,0.6941,0.8532,8.4074,12.9667,0.1905,0.1333,0.1481,0.1481
5403286,1995,12877,1993,"US","CA",,1,8,604,3,32,17,10,1,0.32,0.1107,3,6.5294,,,,
5064417,1991,11638,1989,"IT","",122505,3,4,604,3,32,5,8,1,0.6563,0.56,5.5,12.4,0,0,0,0
5439768,1995,13003,1990,"JP","",133425,3,23,430,1,19,4,3,1,0.4444,0,5,8.25,0,0,1,0.6667
3898814,1975,5702,1974,"US","CA",511655,2,10,464,5,53,6,19,0.6667,0.615,0.375,6.7895,9.6667,0,0,0.0526,0.0526
3828327,1974,5331,1973,"US","MN",280070,2,,710,2,22,,19,,0.7479,,9.9474,,,,0.3158,0.3158
5016010,1991,11456,1990,"JP","",610235,3,2,341,2,22,7,17,1,0.7059,0.7347,3.5294,7.8571,0,0,0.3529,0.3529
4257775,1981,7753,1979,"US","NJ",381140,2,10,436,1,19,5,1,1,0,0.32,9,6,0.3333,0.2,0,0
5874046,1999,14298,1996,"US","CA",466005,2,,422,1,19,3,0,1,,0.4444,,4.6667,0,0,,
4465792,1984,8992,1982,"US","IL",27895,2,8,521,1,15,8,4,0.75,0.625,0.6667,11,11.875,0.25,0.125,0,0
3503280,1970,3742,1967,"US","MI",161150,2,,475,5,53,,7,,0.449,,15.4286,,,,0.2857,0.2857
4446245,1984,8887,1982,"CH","",146330,2,10,502,1,19,6,7,1,0.7347,0.6111,6.1429,6.3333,0,0,0,0
5051219,1991,11589,1989,"US","PA",22410,2,6,264,5,51,5,6,1,0.7222,0.72,5.6667,7.6,0,0,0,0
5666277,1997,13766,1995,"SE","",39845,3,12,363,4,45,10,1,1,0,0.48,1,10.1,0.1429,0.1,0,0
4708019,1987,10189,1984,"US","MA",234495,2,9,73,4,43,9,3,0.8889,0.6667,0.5625,7,11.1111,0.25,0.2222,0.3333,0.3333
5317636,1994,12569,1992,"US","NH",701817,2,33,705,2,22,27,20,1,0.645,0.6639,3.2,5.8889,0,0,0,0
5054513,1991,11603,1990,"US","CT",,1,15,137,6,69,18,20,0.7778,0.345,0.6837,5.55,19.6667,,,,
5397428,1995,12856,1992,"US","NC",599780,2,36,117,1,19,13,7,1,0.7347,0.7337,3.5714,6.3846,0,0,0,0
3890574,1975,5646,1973,"JP","",219420,2,13,455,2,21,5,4,1,0,0,12.75,3.4,0,0,0,0
4981144,1991,11323,1986,"US","MI",,4,18,600,3,32,26,8,0.9615,0.7813,0.8704,8.5,14.9615,,,,
4786238,1988,10553,1987,"US","CA",19715,2,9,417,5,53,22,3,0.7273,0.6667,0.7734,6.3333,17.8636,0,0,0,0
4979249,1990,11316,1990,"US","WV",,1,11,5,6,65,10,2,0.6,0.5,0.2778,2.5,30,,,,
5006015,1991,11421,1990,"US","TX",,1,7,405,6,64,9,3,0.7778,0,0,4.6667,22.8889,,,,
3175015,1965,1908,,"US","OK",,2,,585,1,19,,0,,,,,,,,,
4309670,1982,8040,1979,"US","CA",635240,2,21,372,4,42,5,21,1,0.6213,0.32,8.2857,4.4,0,0,0,0
5246988,1993,12317,1991,"US","VA",19715,2,20,524,1,15,10,0,1,,0.58,,11.9,0.2,0.2,,
5267687,1993,12394,1992,"US","MA",509115,2,8,229,6,68,29,4,0.6207,0.375,0,4.25,27.2759,0.1429,0.0345,0,0
4795355,1989,10595,1987,"DE","",162180,3,22,439,4,41,5,18,1,0.6111,0.72,5.4444,12.2,0,0,0,0
5699038,1997,13864,1995,"US","OH",251745,2,31,340,2,21,15,1,1,0,0.7289,1,11.1333,0.3077,0.2667,0,0
4051936,1977,6486,1976,"US","MI",161150,2,18,192,5,53,2,13,1,0.2722,0,7.3077,8,0,0,0.4615,0.4615
5659482,1997,13745,1995,"US","NC",,1,8,700,2,22,6,3,1,0.4444,0.6667,2,9.1667,,,,
4652122,1987,9944,1985,"US","CT",597550,2,6,356,4,43,7,4,1,0.625,0.5714,6.25,7.7143,0,0,0,0
5843450,1998,14214,1995,"US","IL",735,2,15,424,3,31,6,0,1,,0.5,,5,0,0,,
5086582,1992,11729,1990,"US","CA",,1,6,47,6,61,4,4,1,0.625,0,3.75,11,,,,
5464621,1995,13094,1994,"GB","",16035,3,1,424,3,31,3,0,1,,0.4444,,8,0,0,,
3159787,1964,1796,,"US","CA",,2,,324,4,43,,18,,0.463,,,,,,,
3676963,1972,4582,1971,"US","MI",100825,2,,451,5,51,,34,,0.6246,,18.7353,,,,0,0
4297991,1981,7977,1980,"US","CT",394045,2,1,126,6,66,5,0,0.8,,0.625,,14.4,0,0,,
5442215,1995,13010,1994,"KR","",227815,3,4,257,4,46,4,2,1,0.5,0.625,1.5,8.75,0,0,0,0
4653055,1987,9944,1984,"DE","",287600,2,8,714,2,22,6,9,1,0.3704,0.5,4.7778,11.5,0,0,0,0
3796443,1974,5184,1971,"US","CA",465870,2,,280,5,55,,12,,0.1528,,13.1667,,,,0,0
3685221,1972,4617,1969,"US","NY",,1,,52,6,69,,13,,0.3905,,11.5385,,,,,
3940653,1976,5898,1974,"CH","",342305,3,9,314,4,42,3,1,0.3333,0,0,5,17.6667,0,0,0,0
3853643,1974,5457,1973,"US","PA",706518,2,,438,4,46,,7,,0.5714,,9.7143,,,,0.4286,0.4286
5011233,1991,11442,1989,"JP","",403505,3,4,301,5,55,4,3,1,0.4444,0.625,5.6667,16,0,0,0,0
5330105,1994,12618,1993,"US","VA",703037,2,27,239,5,59,14,4,0.7857,0,0.7934,2.75,20.2857,0,0,0,0
3343691,1967,2825,1964,"US","WI",,2,,198,5,59,,4,,0.75,,23.75,,,,,
5650828,1997,13717,1995,"KR","",702374,3,4,348,4,49,5,2,1,0,0.32,0,9.2,0,0,0.5,0.5
3510143,1970,3777,1968,"US","OH",219155,2,,280,5,55,,5,,0.32,,15.6,,,,0,0
5204942,1993,12163,1991,"JP","",317185,3,2,700,2,22,15,7,1,0.449,0.1244,3.1429,5.8,0,0,0,0
5732135,1998,13962,1996,"US","NC",178765,2,23,379,2,21,29,0,0.9655,,0.6709,,11.4828,0,0,,
3795099,1974,5177,1972,"JP","",,1,,368,6,69,,28,,0.3163,,5.5357,,,,,
4497835,1985,9167,1983,"US","NY",16475,2,23,426,6,61,7,19,1,0,0,7.3158,12.7143,0,0,0,0
5175776,1992,12051,1991,"US","PA",79320,3,20,385,2,21,16,5,1,0,0,2.8,5,0,0,0,0
3079799,1963,1159,,"DE","",,1,,73,4,43,,0,,,,,,,,,
4112989,1978,6829,1975,"US","IL",55570,2,5,383,6,68,8,20,1,0.7812,0.8125,11.5789,6.75,0,0,0.3684,0.35
4502903,1985,9195,1984,"US","MA",445890,2,4,156,1,19,14,11,1,0.7769,0.3673,7.9091,4.1429,0.4286,0.4286,0,0
5366499,1994,12744,1994,"US","MA",700248,2,12,623,3,39,40,0,0.95,,0.6108,,10.675,0,0,,
4824802,1989,10707,1987,"US","NY",218550,2,8,438,4,46,1,25,1,0.5984,0,5.68,4,0,0,0,0
5375296,1994,12779,1993,"US","PA",,1,19,16,5,59,16,3,0.75,0.4444,0.1528,2.3333,24.25,,,,
4932048,1990,11113,1989,"JP","",87490,3,6,379,2,21,13,59,1,0.6366,0.4852,5.2542,3.7692,0.4167,0.3846,0.4068,0.4068
4141066,1979,6990,1977,"US","PA",256580,2,11,700,2,22,5,59,1,0.703,0.56,10.5263,9,0,0,0.0893,0.0847
4264948,1981,7788,1979,"FR","",114900,3,2,362,4,42,9,3,0.3333,0.4444,0,7.3333,32.7778,0,0,0,0
5202759,1993,12156,1992,"GB","",408420,3,4,348,4,49,3,18,1,0.4568,0.4444,3.0556,5,0,0,0,0
4738870,1988,10336,1986,"US","LA",153420,2,34,427,1,12,25,3,0.84,0.4444,0.898,3.6667,14.32,0.0526,0.04,0,0
3910514,1975,5758,1974,"GB","",,1,21,242,5,51,6,8,0.8333,0,0.32,8.25,8.1667,,,,
4292160,1981,7942,1979,"US","MA",310260,2,6,204,1,19,10,9,1,0.716,0.72,11,7.7,0,0,0,0
4818604,1989,10686,1987,"US","TX",549265,2,28,428,6,69,2,20,0.5,0.72,0,8.1,21.5,0,0,0,0
5630496,1997,13654,1995,"US","NC",346685,2,11,198,5,59,10,2,0.8,0,0.5625,2,17.2,0.1667,0.1,0,0
3797991,1974,5191,1973,"US","PA",112650,2,,431,6,66,,4,,0,,5.25,,,,0.3333,0.25
5723175,1998,13941,1996,"US","MN",377880,2,12,427,1,12,52,1,0.8846,0,0.8951,2,17.9808,0.119,0.0962,1,1
5081864,1992,11708,1989,"US","CA",417946,2,6,73,4,43,4,9,1,0.5185,0.625,5.1111,7.25,0,0,0,0
5289354,1994,12471,1993,"FR","",528025,3,3,367,2,21,10,1,1,0,0.6,3,9.7,0,0,0,0
5197993,1993,12142,1991,"US","VA",597270,6,11,29,5,52,5,5,0.8,0.64,0.375,3.2,21.4,0,0,0.4,0.4
4622481,1986,9811,1985,"US","IN",466175,2,12,327,4,41,6,6,0.8333,0.7222,0.56,4.3333,10.5,0,0,0,0
4713595,1987,10210,1986,"JP","",379245,3,7,318,4,45,7,6,1,0.5,0.6122,4.8333,1.8571,0.7143,0.7143,0.5,0.5
5842111,1998,14207,1996,"US","IL",722326,2,24,455,2,21,6,1,1,0,0.7222,0,1.6667,0,0,1,1
4016077,1977,6304,1975,"US","TX",,1,6,210,1,19,6,2,0.5,0.5,0.6667,20,18,,,,
5029668,1991,11512,1989,"JP","",322605,3,9,181,6,69,7,5,0.8571,0.72,0.5,4.8,13.2857,0,0,0,0
3510149,1970,3777,1967,"US","MO",,1,,280,5,55,,16,,0,,20.75,,,,,
4530034,1985,9328,1983,"JP","",417745,3,25,362,4,42,8,14,0.375,0.6224,0,10.4286,28.375,0,0,0,0
4769337,1988,10476,1987,"JP","",581270,3,7,438,4,46,7,7,1,0.2449,0,4.8571,3.7143,0.1429,0.1429,0,0
3597996,1971,4239,1970,"US","IL",218550,2,,74,5,59,,2,,0,,18,,,,0,0
5951029,1999,14501,1997,"DE","",689018,3,,280,5,55,6,0,1,,0.5,,4.8333,0,0,,
4770301,1988,10483,1984,"US","NY",635240,2,6,206,6,68,10,3,0.8,0,0.625,12.3333,17.1,0,0,0,0
5690853,1997,13843,1995,"US","MN",227620,2,14,219,4,49,71,5,0.8732,0.64,0.7622,2.2,16.8028,0.2549,0.1831,0.25,0.2
4709916,1987,10196,1986,"US","WY",,1,2,482,5,59,11,3,0.6364,0.4444,0.449,8,29.1818,,,,
4402667,1983,8649,1980,"DE","",322095,3,12,432,6,66,3,14,1,0.3571,0,5.5714,3.6667,0.3333,0.3333,0.3571,0.3571
4831420,1989,10728,1988,"US","NY",635240,2,5,399,5,54,6,12,1,0.6389,0.5,3.4167,4.3333,0.3333,0.3333,0.4545,0.4167
3097993,1963,1292,,"CA","",,3,,162,1,19,,0,,,,,,,,,
4194025,1980,7382,1979,"DE","",144430,3,10,427,1,12,7,12,1,0.7361,0.6122,9.9167,7.4286,0.1667,0.1429,0,0
4079739,1978,6654,1976,"US","WI",313200,2,20,604,3,32,8,51,0.625,0.4529,0,14.3333,14.25,0.2,0.125,0.3469,0.3333
4520702,1985,9286,1983,"US","OR",312130,2,19,83,5,51,8,27,0.875,0.8093,0.6939,8.4074,10.5,0,0,0.0833,0.0741
4199995,1980,7424,1977,"JP","",619435,3,9,74,5,59,5,7,0.2,0.6122,0,8.7143,71,0,0,0,0
3562715,1971,4057,1967,"US","VA",218550,2,,712,2,22,,5,,0,,12.6,,,,0,0
