"PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD"
5282041,1994,12443,1990,"JP","",39265,3,27,348,4,49,22,4,1,0.625,0.2438,5.75,5.1364,0.0455,0.0455,0.5,0.5
4785390,1988,10546,1987,"US","PA",26640,2,18,323,4,45,9,2,1,0,0.6173,4,9.1111,0,0,0,0
5234944,1993,12275,1992,"FR","",484060,3,3,514,3,31,7,0,1,,0,,9.4286,0,0,,
5138250,1992,11911,1991,"FR","",16980,3,10,323,4,45,4,4,1,0.375,0.375,4.25,7.5,0,0,0,0
5326009,1994,12604,1993,"JP","",379715,3,4,226,5,51,11,5,1,0.8,0.6942,3.2,20.7273,0,0,0,0
5429192,1995,12968,1994,"US","TX",497495,2,32,166,6,64,18,7,0.9444,0.2449,0.1107,2.7143,10.1111,0.375,0.3333,0.6667,0.5714
5435936,1995,12989,1993,"BE","",110775,2,18,510,1,19,24,0,1,,0.7708,,7.9583,0.1905,0.1667,,
3750158,1973,4960,1972,"US","MA",,1,,43,6,61,,15,,0.8267,,14.2667,,,,,
5997174,1999,14585,1997,"US","CA",277930,2,,374,4,43,14,0,1,,0.551,,12,0,0,,
4031395,1977,6381,1976,"GB","",172440,3,10,378,4,44,1,34,1,0.0571,0,6.3235,1,1,1,0.1875,0.1765
4904508,1990,11015,1987,"CA","",,1,11,428,6,69,15,7,1,0.6939,0.6044,5.5714,7.4,,,,
4130421,1978,6927,1977,"US","NJ",706518,2,16,420,5,52,5,7,0.6,0.6939,0,5.4286,18.2,0.3333,0.2,0.1429,0.1429
3686125,1972,4617,1969,"US","NY",597000,2,,8,1,11,,11,,0.5124,,22.0909,,,,0,0
5042121,1991,11561,1990,"US","SC",637745,2,23,26,6,63,7,5,0.4286,0.48,0,4.6,35,0.6667,0.2857,0.8,0.8
3755237,1973,4988,1971,"IL","",633980,2,,524,1,15,,45,,0.7812,,13.4667,,,,0,0
3979991,1976,6101,1973,"JP","",358975,3,8,84,6,69,5,6,0.6,0.2778,0,7.3333,10,0,0,0,0
3307879,1967,2622,1964,"US","IL",,2,,299,6,64,,6,,0,,22.1667,,,,,
3979920,1976,6101,1974,"GB","",393900,3,15,405,6,64,7,6,0.5714,0.2778,0.375,7.6667,23.7143,0,0,0,0
4103333,1978,6780,1977,"FR","",574015,3,6,708,2,22,6,5,1,0.56,0.2778,4,2,0,0,0,0
5283734,1994,12450,1991,"US","FL",,1,81,463,6,62,51,27,1,0.6776,0.7597,3.963,10.4902,,,,
5888087,1999,14333,1996,"US","KS",406270,2,,439,4,41,73,0,0.9726,,0.9066,,14,0.2373,0.1918,,
4567602,1986,9524,1983,"JP","",86900,3,14,375,2,21,4,32,1,0.3652,0.625,10.875,9.25,0,0,0,0
4929426,1990,11106,1988,"US","CA",65080,2,4,422,1,19,47,18,1,0.7407,0.7868,4.4444,8.4681,0,0,0,0
4835213,1989,10742,1987,"JP","",132765,3,4,525,1,15,5,2,1,0.5,0.48,3.5,12.2,0,0,0,0
3972420,1976,6059,1973,"US","OH",546175,2,32,212,5,59,8,5,0.375,0.8,0,12.4,31.125,0,0,0,0
5160591,1992,11995,1991,"US","MI",336915,2,1,204,1,19,21,9,1,0.6173,0.5306,3.4444,9.0952,0.1667,0.0952,0.125,0.1111
5014863,1991,11456,1989,"US","IA",284635,2,13,212,5,59,8,6,0.875,0.6111,0.4082,6,19,0,0,0,0
4875679,1989,10889,1987,"FR","",517485,3,21,473,6,62,7,18,1,0.1049,0.6122,5.8889,5,0,0,0.0833,0.0556
4439977,1984,8859,1981,"US","IN",514850,2,20,53,6,68,9,19,0.7778,0.7978,0.4082,11.4737,22.6667,0,0,0.2353,0.2105
5775393,1998,14067,1995,"US","PA",450155,2,8,141,5,51,24,0,0.7917,,0.8033,,19.7917,0.5,0.375,,
4147438,1979,7032,1977,"IT","",417305,3,12,400,5,59,10,10,0.7,0.54,0.2449,8.1,17.3,0.3333,0.2,0,0
5176607,1993,12058,1990,"US","OH",424150,2,29,493,5,51,10,4,0.8,0.75,0.5625,3.75,20.8,0,0,0,0
5468406,1995,13108,1994,"DE","",247990,3,19,508,5,59,8,2,0.875,0,0.6122,2,17.875,0.2857,0.25,0,0
4092502,1978,6724,1976,"US","DC",,1,9,379,2,21,3,4,0.6667,0.75,0,14.5,17.3333,,,,
3713018,1973,4771,1971,"DE","",481425,3,,363,4,45,,8,,0.4063,,12.25,,,,0,0
5177165,1993,12058,1991,"US","NY",55420,2,14,526,1,15,25,9,1,0.6173,0.7296,3.5556,9,0.2083,0.2,0.5556,0.5556
5083563,1992,11715,1990,"AU","",566225,2,28,607,3,32,19,6,1,0.2778,0.482,2.3333,10.4211,0,0,0.5,0.5
5353100,1994,12695,1993,"JP","",508240,3,19,399,5,54,11,2,1,0,0.1653,3.5,2.5455,0,0,0,0
4329799,1982,8173,1980,"US","OH",,1,8,40,6,69,7,5,0.4286,0.56,0.4444,7,32.2857,,,,
5891538,1999,14340,1996,"JP","",694913,3,,428,6,69,8,0,1,,0.5938,,7.75,0.25,0.25,,
5088988,1992,11736,1990,"US","MO",509320,2,35,604,3,32,53,28,0.9245,0,0.1866,4.5,7.3396,0.1333,0.0377,0.375,0.2143
3949140,1976,5940,1974,"US","OH",424125,2,21,428,6,69,22,8,0.7273,0.6875,0.8672,11.125,8.0455,0.0769,0.0455,0,0
4507738,1985,9216,1982,"JP","",189365,3,8,700,2,22,4,14,1,0.7041,0,6.3571,11.75,0,0,0.2857,0.2857
5860475,1999,14263,1994,"CA","",27895,2,,166,6,64,39,0,1,,0.2354,,12.3846,0.0556,0.0513,,
5154595,1992,11974,1991,"JP","",13995,3,5,418,5,53,6,0,0.3333,,0.5,,38.3333,0,0,,
4794864,1989,10595,1987,"CH","",614165,3,8,104,5,55,10,6,1,0,0,4.5,8.5,0,0,0,0
5389934,1995,12828,1993,"US","NJ",708787,2,7,342,2,21,3,22,1,0.7479,0,2.6364,6.6667,0,0,0,0
5769791,1998,14053,1995,"US","CA",710985,2,53,600,3,32,107,1,0.9907,0,0.7433,2,9.9439,0,0,0,0
5821718,1998,14165,1996,"US","MI",103580,2,13,318,4,45,100,1,0.96,0,0.8377,0,10.49,0,0,1,1
3575426,1971,4127,1968,"US","IL",92420,2,,277,6,67,,7,,0.4082,,15,,,,0.2,0.1429
3979935,1976,6101,1975,"AU","",685597,3,8,72,5,52,3,2,1,0.5,0.4444,17,7,0,0,0,0
4405781,1983,8663,1981,"US","MA",445890,2,12,544,1,14,5,3,0.4,0,0.5,11.3333,33.2,0,0,0,0
3934451,1976,5870,1973,"NL","",508865,2,6,374,4,43,8,3,0.875,0.4444,0.6939,15.3333,6.5,0,0,0,0
4123100,1978,6878,1977,"US","OH",219155,2,1,296,5,55,3,12,0.3333,0.7639,0,6.3333,28,0,0,0.25,0.25
4344038,1982,8257,1980,"US","IN",348550,2,8,327,4,41,6,11,1,0.6942,0.6667,4.6364,4,0,0,0,0
5566480,1996,13444,1994,"AU","",113635,3,9,38,6,63,14,0,0.6429,,0.5926,,40.8571,0,0,,
4494183,1985,9146,1982,"US","PA",256580,2,8,700,2,22,6,14,1,0.8673,0.6111,6.5,4.5,0,0,0,0
5477601,1995,13143,1994,"US","FL",,1,3,29,5,52,6,2,1,0,0.2778,3.5,16.3333,,,,
3353306,1967,2881,1964,"US","MA",,2,,451,5,51,,8,,0.8125,,23.25,,,,,
5864178,1999,14270,1996,"JP","",581270,3,,257,4,46,5,1,1,0,0.32,2,6.2,0.2,0.2,1,1
5595967,1997,13535,1995,"US","OH",454215,2,11,510,1,19,23,2,1,0,0.6427,1.5,7.087,0.1739,0.1739,1,1
5004728,1991,11414,1988,"US","PA",599840,2,26,514,3,31,2,6,1,0.6111,0.5,6.8333,3,0,0,0,0
5653104,1997,13731,1995,"US","MI",731510,2,11,60,4,45,8,0,1,,0.4063,,1.625,0,0,,
3535500,1970,3945,1967,"US","CA",597195,6,,341,2,22,,1,,0,,5,,,,0,0
5142969,1992,11932,1988,"KR","",491065,3,17,99,6,61,11,15,1,0.72,0.6777,5.9333,11.2727,0,0,0.3571,0.3333
4891527,1990,10959,1988,"US","OH",218550,2,26,250,4,44,5,1,1,0,0.32,4,10.4,1,1,0,0
4535021,1985,9356,1984,"DE","",293385,3,14,428,6,69,1,5,1,0.56,0,4.2,8,1,1,0.25,0.2
4599616,1986,9685,1983,"US","MA",597180,6,6,342,2,21,10,3,1,0.6667,0.18,6.6667,6.7,0,0,0,0
3122757,1964,1523,,"US","CA",,1,,4,6,65,,9,,0,,,,,,,
4979905,1990,11316,1990,"DE","",260485,3,8,439,4,41,2,1,0.5,0,0,3,20,0,0,0,0
4552794,1985,9447,1984,"US","DE",248780,2,15,428,6,69,10,5,1,0.64,0.54,5.4,12.4,0,0,0.4,0.4
3943471,1976,5912,1974,"US","OH",,1,9,334,4,41,1,0,0,,,,19,,,,
4716456,1987,10224,1986,"JP","",581270,3,23,358,2,21,4,15,1,0.7733,0.375,6.5333,6.75,0,0,0,0
5318507,1994,12576,1992,"US","FL",,1,3,602,3,32,7,3,0.7143,0.4444,0.64,3.3333,24.7143,,,,
4979903,1990,11316,1989,"FR","",165265,2,20,439,4,41,5,16,1,0.4219,0,5.1875,11.4,0,0,0,0
5518895,1996,13290,1995,"US","NC",16035,3,4,435,3,33,33,2,0.9394,0,0.5973,2,13.8485,0.0357,0.0303,0,0
4778652,1988,10518,1985,"JP","",256400,3,16,420,5,52,1,1,0,0,,5,27,0,0,0,0
4681133,1987,10063,1983,"GB","",262795,2,47,137,6,69,8,7,0.375,0.2449,0.4444,10.1429,44.375,0,0,0,0
4380172,1983,8509,1981,"US","NY",218550,2,11,73,4,43,8,19,1,0.7313,0.375,7.9474,7.125,0,0,0.0526,0.0526
4545926,1985,9412,1980,"US","CA",465615,2,49,252,1,19,12,80,0.8333,0.8853,0.72,13.875,15,0.1429,0.0833,0.2658,0.2625
4517395,1985,9265,1982,"DE","",100640,3,12,585,1,19,6,6,1,0.2778,0,5.8333,12,0,0,0,0
5367563,1994,12744,1993,"US","TX",535925,2,66,379,2,21,44,19,1,0.6759,0.6911,2.6842,9.8864,0.0833,0.0682,0,0
5876047,1999,14305,1996,"US","LA",,1,,280,5,55,31,0,0.6129,,0.4432,,34.9032,,,,
4102567,1978,6780,1976,"US","MA",25915,2,4,351,3,39,5,6,1,0.6667,0.72,11.5,6.2,0,0,0,0
4428841,1984,8796,1981,"US","LA",175070,2,26,210,1,19,36,11,0.4444,0.2975,0.2266,10,37.5833,0.0909,0.0278,0,0
4536319,1985,9363,1983,"US","OH",454215,2,20,510,1,19,28,14,0.7857,0.5408,0.5702,9.5714,15.6429,0.1667,0.1071,0,0
4969493,1990,11274,1989,"TW","",,1,1,141,5,51,14,12,0.6429,0.6806,0.5679,5.0833,22.9286,,,,
4397997,1983,8621,1981,"US","CA",159480,2,9,525,1,15,2,0,1,,0.5,,7,1,1,,
3884803,1975,5618,1972,"US","WY",595450,2,11,210,1,19,5,16,0.4,0.2188,0,15,16.4,0,0,0,0
4368095,1983,8411,1980,"DE","",385,3,10,156,1,19,7,2,0.8571,0,0.6111,9,15.4286,0,0,0,0
4035702,1977,6402,1975,"US","IL",,4,21,318,4,45,5,18,0.8,0.1049,0,11.5,10.6,,,,
5666190,1997,13766,1995,"US","CA",540885,2,32,355,5,54,14,1,1,0,0.5816,2,4.4286,0.2857,0.2857,0,0
3925018,1975,5821,1973,"US","NY",563325,2,5,435,3,33,7,14,0.7143,0.6122,0.64,9.6429,11.7143,0,0,0.2857,0.2857
5752472,1998,14018,1996,"CA","",,1,6,119,6,61,3,1,0.6667,0,0,1,35.3333,,,,
4263472,1981,7781,1979,"CA","",,1,6,174,4,41,13,8,0.1538,0.5625,0.5,13.875,37.7692,,,,
4372745,1983,8439,1981,"US","NJ",168975,2,47,436,1,19,25,44,1,0.7314,0.7392,7.9091,5.32,0,0,0,0
4263750,1981,7788,1979,"US","IN",217915,2,11,49,5,59,12,8,0.6667,0.7813,0.6875,9.875,15,0,0,0.2857,0.25
5427019,1995,12961,1992,"US","OH",221060,2,31,108,6,69,32,1,0.7813,0,0.3424,6,20.1563,0,0,0,0
4350918,1982,8299,1979,"JP","",300385,3,24,310,4,45,4,30,1,0.6178,0,11.9333,4.5,0,0,0.0345,0.0333
5567801,1996,13444,1994,"US","NJ",703122,3,5,528,1,15,5,0,1,,0.32,,2.2,0.4,0.4,,
4962732,1990,11246,1989,"JP","",256400,3,14,123,5,53,31,9,0.9677,0.1975,0,3.6667,6.5161,0.4286,0.3871,0.1111,0.1111
5395472,1995,12849,1992,"US","LA",,1,32,156,1,19,64,8,0.8438,0.7813,0.7984,2.875,18.6406,,,,
6003295,1999,14599,1998,"DE","",634275,3,,57,6,63,9,0,1,,0.1975,,12.6667,0.1429,0.1111,,
5447002,1995,13031,1993,"US","TX",695966,2,1,52,6,69,5,1,1,0,0.32,3,16,0,0,0,0
5537925,1996,13353,1993,"US","TX",,4,15,101,6,69,30,10,1,0.72,0.5244,3.2,7.9667,,,,
4153430,1979,7067,1976,"US","NM",,1,4,95,1,13,8,3,0.25,0,0.5,4.6667,56.875,,,,
5448307,1995,13031,1993,"NL","",601715,2,8,348,4,49,3,9,1,0.3704,0,3.4444,5,0,0,0,0
3738777,1973,4911,1971,"DE","",9025,3,,417,5,53,,3,,0.6667,,5,,,,0.5,0.3333
5646794,1997,13703,1995,"US","NY",160890,2,16,360,2,24,7,0,1,,0.8571,,16.5714,0,0,,
5979966,1999,14557,1998,"JP","",554151,3,,296,5,55,0,0,,,,,,,,,
3275371,1966,2461,,"US","NY",,1,,297,6,65,,6,,0.5,,,,,,,
5162690,1992,12002,1990,"JP","",389720,3,15,310,4,45,13,7,1,0.6122,0.7456,5,7.0769,0.0769,0.0769,0.2857,0.2857
5597990,1997,13542,1994,"FR","",287565,2,6,200,4,41,7,0,0.8571,,0.2778,,24.4286,0,0,,
5020437,1991,11477,1989,"DE","",368505,3,21,102,1,19,7,1,0.7143,0,0,1,20.7143,0,0,0,0
4122510,1978,6871,1976,"US","PA",,4,7,362,4,42,4,16,1,0,0,10.5625,5.5,,,,
3967374,1976,6031,1975,"NL","",601715,2,10,30,6,65,1,3,1,0,0,5,2,1,1,0.6667,0.6667
5445265,1995,13024,1994,"US","NY",473395,2,21,206,6,68,48,9,0.9167,0.6173,0.3936,2.5556,12.9167,0.0968,0.0625,0,0
4838419,1989,10756,1987,"US","CO",6955,2,14,206,6,68,7,9,0.8571,0.4444,0.5,4,21.7143,0,0,0,0
5009391,1991,11435,1990,"US","IL",310010,2,24,251,5,53,7,72,1,0.4789,0.449,3.5352,5.7143,0,0,0,0
3941537,1976,5905,1975,"US","IL",92420,2,6,425,5,51,7,12,0.8571,0.75,0.5,15,8.8571,0,0,0,0
4487363,1984,9111,1983,"US","FL",429330,2,20,236,6,69,3,14,1,0.7551,0.4444,7.5,2.6667,0,0,0,0
5291988,1994,12485,1993,"US","IA",,1,2,198,5,59,8,3,0.375,0.6667,0,1.3333,37.625,,,,
4160139,1979,7123,1977,"US","WI",80670,2,30,200,4,41,7,8,0.5714,0.75,0,14.375,16.7143,0,0,0,0
5310715,1994,12548,1992,"US","PA",381140,2,17,502,1,19,3,4,1,0.75,0.4444,3.75,6.3333,0.6667,0.6667,0,0
4863070,1989,10840,1988,"DE","",,1,4,222,1,19,4,23,0.75,0.4348,0.4444,4.8696,15.75,,,,
3523006,1970,3868,1968,"US","CA",82130,2,,431,6,66,,8,,0,,10.375,,,,0,0
4972892,1990,11288,1990,"US","PA",,1,2,150,6,69,14,8,0.6429,0.625,0.4444,4.625,23.2143,,,,
3838777,1974,5387,1972,"GB","",127705,3,,211,6,65,,19,,0.7922,,9.2632,,,,0.0667,0.0526
5711787,1998,13906,1995,"CA","",686347,2,18,95,1,13,26,5,1,0,0.142,2.4,12.3462,0.087,0.0769,0,0
5860750,1999,14263,1997,"US","CT",750153,2,,384,5,59,14,0,0.6429,,0.1975,,26.6429,0,0,,
5707013,1998,13892,1996,"US","OH",406855,2,6,239,5,59,74,0,0.9865,,0.6354,,13.6486,0.2581,0.2162,,
4691386,1987,10105,1984,"FR","",574015,3,10,359,5,54,4,3,1,0.4444,0.625,4,7.5,0,0,0,0
4326153,1982,8145,1980,"US","IL",550775,2,8,388,4,45,24,8,0.9167,0.75,0.5413,6.75,10.4167,0.0556,0.0417,0.125,0.125
5418256,1995,12926,1993,"US","AL",599915,2,10,521,1,15,8,1,0.625,0,0.64,3,37.375,0,0,0,0
5008902,1991,11428,1989,"US","TX",280070,2,6,375,2,21,16,16,1,0.5859,0.7422,5.3125,7.375,0,0,0.125,0.125
5387772,1995,12821,1993,"US","WI",122115,2,12,218,4,49,13,2,0.6923,0,0.1975,4.5,22,0,0,0.5,0.5
3276353,1966,2468,,"US","OH",,2,,100,5,59,,4,,0,,,,,,,
3515849,1970,3805,1967,"DE","",307300,3,,219,4,49,,3,,0.6667,,18,,,,0,0
3689799,1972,4631,1970,"US","OH",218550,2,,445,4,42,,1,,0,,19,,,,0,0
3977605,1976,6087,1975,"US","FL",,1,11,239,5,59,22,7,0.2273,0.8163,0.56,10,28.9545,,,,
4387274,1983,8558,1981,"US","CA",234645,2,18,379,2,21,3,11,1,0,0,4.5455,6,0,0,0,0
5727891,1998,13955,1996,"US","IL",736767,2,8,401,1,12,26,0,0.5385,,0.4592,,38.1923,0,0,,
4504805,1985,9202,1982,"US","IL",29935,2,41,333,2,21,6,5,0.8333,0.48,0.56,6.2,10,0,0,0.25,0.2
4791572,1988,10574,1985,"US","IN",370885,2,12,701,2,22,7,53,1,0.7476,0.6939,8.8679,10,0,0,0.0204,0.0189
5650874,1997,13717,1996,"US","CO",148925,2,5,359,5,54,94,1,0.9043,0,0.6788,1,15.5851,0.0482,0.0426,1,1
4276954,1981,7858,1979,"US","CA",4975,2,5,181,6,69,15,10,0.4667,0.7,0.7347,9.3,17.2,0,0,0,0
4952510,1990,11197,1987,"US","NY",65625,2,33,435,3,33,8,1,0.875,0,0.2449,9,14.75,0,0,0,0
3954945,1976,5968,1972,"DE","",144430,3,12,423,1,19,3,27,0.6667,0.524,0,13.7407,9,0,0,0.0385,0.037
5929400,1999,14452,1997,"US","NC",670697,2,,187,5,55,6,0,1,,0.5,,3,0.2,0.1667,,
5490993,1996,13192,1995,"US","VA",210606,2,4,426,6,61,62,0,0.9032,,0.8068,,16.8548,0.0784,0.0645,,
5474008,1995,13129,1994,"US","CT",716646,2,20,114,5,55,7,1,0.8571,0,0,3,12.2857,0,0,0,0
4997739,1991,11386,1990,"JP","",319065,3,13,430,1,19,1,28,1,0.1352,0,5.25,19,0,0,0.037,0.0357
4711159,1987,10203,1986,"US","FL",,1,14,454,5,59,7,1,0.7143,0,0.56,6,17.5714,,,,
4526525,1985,9314,1984,"JP","",366000,3,9,425,5,51,2,60,1,0.7089,0.5,9.9833,15.5,0,0,0,0
5041652,1991,11554,1990,"IT","",384005,3,16,564,1,14,2,6,1,0.4444,0,5,9,0.5,0.5,0,0
5097125,1992,11764,1987,"US","IL",35465,2,5,250,4,44,21,3,0.9524,0.4444,0.495,7,18.4762,0,0,0,0
4841082,1989,10763,1988,"US","TX",569965,2,5,556,1,14,1,1,1,0,0,4,2,1,1,0,0
4537016,1985,9370,1982,"US","MA",508035,2,21,53,6,68,7,10,1,0.34,0.4082,11.2,7.2857,0.1429,0.1429,0,0
4931417,1990,11113,1988,"JP","",102605,3,2,502,1,19,2,36,1,0.6574,0,5.8889,3.5,0,0,0,0
5847006,1998,14221,1995,"US","MA",700089,2,27,514,3,31,69,0,0.7536,,0.5873,,30.7391,0.0278,0.0145,,
5719922,1998,13927,1997,"US","FL",428710,2,11,379,2,21,32,2,1,0.5,0.6602,0,5.9063,0,0,0.5,0.5
3979997,1976,6101,1974,"SU","",,1,3,89,5,59,1,1,1,0,0,5,4,,,,
5597998,1997,13542,1995,"JP","",581270,3,6,235,5,59,11,1,1,0,0.6942,1,4.0909,0.0909,0.0909,0,0
5048552,1991,11582,1990,"US","NY",,1,49,137,6,69,35,3,0.6857,0.6667,0.809,5.3333,26.5143,,,,
4181813,1980,7305,1978,"US","AZ",,1,34,704,2,22,1,28,1,0.6224,0,10.1071,12,,,,
3903202,1975,5723,1973,"US","MO",759416,2,21,525,1,15,4,35,1,0.302,0.375,12.5429,5.75,0,0,0.2857,0.2857
5167211,1992,12023,1992,"JP","",582975,3,22,123,5,53,6,13,1,0.142,0,2.7692,4.3333,0.2,0.1667,0.0769,0.0769
3735355,1973,4890,1971,"US","CA",596125,2,,711,2,24,,16,,0.6328,,15.5625,,,,0,0
5988140,1999,14571,1998,"US","MI",478420,2,,123,5,53,38,0,1,,0.5042,,8.5789,0,0,,
4450912,1984,8915,1982,"US","TX",51230,2,11,166,6,64,3,19,0.6667,0,0,11.6842,19.3333,0,0,0,0
4820911,1989,10693,1986,"US","NY",439565,2,47,235,5,59,10,42,1,0.4263,0.62,7.0952,5.3,0,0,0,0
5291396,1994,12478,1992,"US","NY",157615,2,9,705,2,22,11,4,1,0,0.6116,2.25,5.2727,0.4545,0.4545,0.25,0.25
4369287,1983,8418,1981,"US","FL",386735,2,14,524,1,15,22,3,0.8182,0.4444,0.5247,5.6667,17,0,0,0,0
5378418,1995,12786,1992,"CH","",,1,27,264,5,51,7,10,1,0.8,0.5714,3.6,15,,,,
5336797,1994,12639,1992,"US","NY",55420,2,26,556,1,14,7,6,1,0.7222,0.6122,5.3333,7.4286,0.2857,0.2857,0.5,0.5
5280783,1994,12443,1992,"US","CA",553980,2,18,601,3,32,5,0,1,,0,,6.8,0,0,,
4547955,1985,9426,1982,"JP","",389710,3,8,483,5,59,5,6,1,0.5,0.32,5.5,12.2,0,0,0,0
4764586,1988,10455,1986,"US","CA",385825,2,17,528,1,15,8,19,1,0.7812,0.6563,6.5263,5.5,0.125,0.125,0.2632,0.2632
5269679,1993,12401,1992,"US","MA",215235,2,31,431,6,66,27,5,0.8889,0,0.2986,1.4,15.4444,0,0,0,0
4721832,1988,10252,1986,"US","CA",465615,2,33,174,4,41,21,37,0.9524,0.7728,0.555,6.2432,12.1429,0,0,0.3784,0.3784
4931717,1990,11113,1989,"US","AZ",386735,2,17,323,4,45,11,3,1,0.6667,0.4298,6,5.3636,0,0,0,0
5597999,1997,13542,1996,"JP","",377950,3,20,250,4,44,11,5,1,0.48,0.595,1,6.2727,0.2727,0.2727,0,0
4906005,1990,11022,1987,"JP","",513290,3,10,463,6,62,3,5,1,0.48,0.4444,7.6,4.6667,0,0,0,0
3543538,1970,3987,1969,"US","MI",219155,2,,464,5,53,,5,,0.72,,18.8,,,,0.2,0.2
5107410,1992,11799,1991,"US","IN",233336,2,23,363,4,45,26,4,0.3462,0.5,0.4938,2.5,45.1538,0,0,0.3333,0.25
4536669,1985,9363,1984,"JP","",379245,3,5,310,4,45,5,7,0.4,0.2449,0.5,6.1429,31.8,0,0,0.2,0.1429
4668638,1987,10007,1983,"US","NJ",339125,2,57,436,1,19,3,17,1,0.782,0.6667,8.5294,5,0,0,0,0
5204734,1993,12163,1992,"US","AZ",634775,2,11,356,4,43,6,9,1,0.3704,0.2778,3.2222,4.1667,0.3333,0.3333,0.2857,0.2222
4647966,1987,9923,1985,"US","CA",597270,6,5,348,4,49,8,33,0.875,0.8007,0.449,7.0909,9.75,0,0,0,0
5011861,1991,11442,1988,"US","MA",376505,2,16,521,1,15,7,6,1,0.6667,0.8163,6,8.1429,0.2857,0.2857,0.1667,0.1667
5851324,1998,14235,1994,"US","OH",228390,2,37,152,5,55,48,0,0.8958,,0.0454,,20.1042,0.1667,0.1458,,
4644249,1987,9909,1985,"US","ME",459965,2,16,323,4,45,3,8,1,0.6563,0.4444,4.125,5,0,0,0,0
5234993,1993,12275,1991,"US","DE",165265,2,8,525,1,15,4,8,1,0.5938,0,4.25,5.75,0.25,0.25,0.1429,0.125
4960007,1990,11232,1988,"US","WA",,1,17,74,5,59,25,2,0.76,0,0.3601,5,20.2,,,,
4405523,1983,8663,1982,"US","IL",27895,2,12,552,1,14,11,1,0.7273,0,0.4063,14,12.6364,0,0,0,0
4361312,1982,8369,1981,"US","NY",112195,2,11,254,5,59,7,8,0.2857,0.6875,0.5,7.5,20.7143,0,0,0.3333,0.25
5298800,1994,12506,1992,"US","NJ",706518,2,4,327,4,41,9,4,1,0.75,0.7654,3.5,7.3333,0,0,0,0
5556535,1996,13409,1994,"NL","",724039,3,4,210,1,19,13,1,1,0,0.142,3,15.7692,0,0,0,0
4413756,1983,8712,1978,"US","MA",,1,4,222,1,19,7,9,0.7143,0.4938,0.64,14.1111,16.8571,,,,
4207514,1980,7466,1977,"US","CT",174295,2,14,320,4,45,8,17,0.625,0.7059,0.32,17.0588,23.625,0,0,0.0588,0.0588
4738740,1988,10336,1985,"US","FL",124030,2,13,156,1,19,5,30,0.6,0.54,0.6667,10.5333,18.4,0,0,0.3333,0.3333
3271507,1966,2440,,"US","NY",,2,,174,4,41,,13,,0.7574,,,,,,,
4118616,1978,6850,1977,"DE","",54310,3,7,206,6,68,6,8,1,0.7813,0.4444,8.75,7.6667,0,0,0,0
4707297,1987,10182,1986,"US","MI",58635,2,29,252,1,19,28,9,0.8214,0.8395,0.6881,7.5556,17.4286,0.0588,0.0357,0,0
5739852,1998,13983,1995,"US","IL",386735,2,23,348,4,49,19,0,1,,0.0997,,9.0526,0.0588,0.0526,,
6001206,1999,14592,1997,"DE","",81920,2,,156,1,19,11,0,1,,0.5455,,17.7273,0,0,,
5322735,1994,12590,1993,"CH","",493385,3,6,428,6,69,1,8,1,0.625,0,3,10,0,0,0,0
4527393,1985,9321,1981,"US","NY",219525,2,17,60,4,45,27,1,0.963,0,0.4911,7,13.8889,0.0769,0.037,0,0
3979993,1976,6101,1975,"US","DC",,1,11,84,6,69,3,3,0,0,,9,51.6667,,,,
4474105,1984,9041,1981,"US","KY",,1,17,92,5,53,6,5,0.6667,0.32,0,10.8,20.1667,,,,
5482560,1996,13157,1994,"US","IL",696255,2,13,127,1,11,10,0,1,,0.72,,12.6,0,0,,
5305069,1994,12527,1993,"JP","",87490,3,6,347,2,23,6,3,1,0.4444,0.4444,0.6667,3,0.1667,0.1667,0.3333,0.3333
5973956,1999,14543,1995,"US","CA",271985,2,,365,2,24,50,0,1,,0.732,,6.7,0.125,0.12,,
5731230,1998,13962,1996,"US","ID",373440,2,16,438,4,46,23,0,1,,0.8204,,7.9565,0,0,,
5122966,1992,11855,1989,"US","MA",408371,2,9,700,2,22,16,4,1,0.625,0.5391,5.25,3.9375,0,0,0.25,0.25
3977906,1976,6087,1975,"US","OH",595200,2,20,429,4,45,4,4,0.5,0,0,13.75,10,0,0,0,0
4295823,1981,7963,1980,"JP","",550265,3,9,432,6,66,2,23,1,0.6427,0,10.3913,4.5,0,0,0,0
4173585,1979,7249,1978,"US","NJ",280765,2,3,568,1,14,9,7,0.6667,0.2449,0.6667,6,11.2222,0,0,0,0
4942965,1990,11162,1989,"US","CO",,1,27,206,6,68,27,3,0.7407,0,0.635,2.3333,23.6296,,,,
5909486,1999,14396,1997,"US","CT",739505,2,,379,2,21,16,0,1,,0.6875,,5.625,0,0,,
5359933,1994,12723,1993,"DE","",246180,3,11,101,6,69,11,7,0.9091,0.2449,0,1.8571,9.2727,0.2,0.1818,0.2857,0.2857
3959985,1976,5996,1975,"US","KY",218550,2,7,62,6,69,11,1,0.5455,0,0.4444,21,13.8182,0,0,0,0
